bot,stance,followers_deg,followers_hom,followings_deg,followings_hom,mentionings_deg,mentionings_hom,mentioners_deg,mentioners_hom,replyings_deg,replyings_hom,replyers_deg,replyers_hom,quotings_deg,quotings_hom,quoters_deg,quoters_hom
0,1,10,1.0,22,1.0,43,1.0,0,,3,1.0,1,1.0,12,1.0,0,
1,0,1,0.0,5,0.0,2,0.5,1,1.0,0,,0,,0,,0,
0,0,0,,3,0.0,2,0.5,1,1.0,3,0.3333333432674408,1,1.0,0,,0,
0,0,3,1.0,10,1.0,1,1.0,0,,0,,0,,0,,0,
0,0,4,0.5,9,0.4444444477558136,0,,0,,0,,0,,0,,0,
1,0,1,0.0,4,0.0,0,,0,,0,,0,,0,,0,
1,1,4,1.0,6,1.0,28,0.8928571343421936,0,,0,,0,,21,0.9523809552192688,0,
0,2,3,1.0,7,0.8571428656578064,2,1.0,1,1.0,4,1.0,2,1.0,1,0.0,0,
0,2,1,0.0,8,0.125,2,0.5,1,1.0,0,,0,,0,,0,
1,2,0,,16,0.4375,5,0.20000000298023224,1,1.0,2,1.0,3,1.0,4,0.0,0,
0,1,2,1.0,30,1.0,1,1.0,0,,1,1.0,1,1.0,2,1.0,2,1.0
0,0,8,0.25,18,0.1111111119389534,0,,1,1.0,41,1.0,42,1.0,11,0.8181818127632141,8,1.0
1,1,5,0.800000011920929,89,0.8651685118675232,27,0.9259259104728699,0,,0,,0,,2,1.0,0,
0,1,89,1.0,181,0.9723756909370422,35,1.0,1,1.0,6,1.0,0,,1,1.0,0,
0,2,5,0.800000011920929,18,0.2777777910232544,2,0.5,1,1.0,0,,0,,0,,0,
1,2,1,0.0,19,0.10526315867900848,6,0.1666666716337204,0,,2,1.0,2,1.0,2,1.0,2,1.0
1,0,0,,13,0.07692307978868484,3,0.0,0,,0,,0,,0,,0,
0,0,0,,5,0.0,0,,0,,0,,0,,0,,0,
0,1,71,0.98591548204422,172,0.9825581312179565,30,0.9666666388511658,0,,0,,0,,0,,0,
0,2,3,0.6666666865348816,6,0.3333333432674408,2,0.5,0,,0,,0,,0,,0,
0,1,269,1.0,338,0.9852070808410645,20,0.949999988079071,1,1.0,0,,0,,6,0.8333333134651184,0,
0,1,176,1.0,133,1.0,32,0.96875,0,,0,,0,,12,1.0,0,
0,2,6,0.8333333134651184,21,0.380952388048172,6,0.6666666865348816,1,1.0,21,1.0,21,1.0,4,1.0,4,1.0
1,0,0,,11,0.0,2,0.0,0,,0,,0,,0,,0,
0,1,0,,3,1.0,0,,0,,0,,0,,0,,0,
0,0,2,1.0,2,1.0,2,0.5,1,1.0,0,,0,,0,,0,
0,2,54,0.37037035822868347,49,0.3877550959587097,4,0.25,1,0.0,0,,0,,0,,0,
1,1,0,,3,0.6666666865348816,1,0.0,0,,10,1.0,10,1.0,0,,0,
0,0,1,0.0,10,0.10000000149011612,3,0.3333333432674408,2,0.5,0,,0,,0,,0,
1,0,0,,1,1.0,1,1.0,1,1.0,0,,0,,0,,0,
1,0,1,0.0,21,0.095238097012043,1,0.0,0,,0,,0,,0,,0,
1,2,4,0.5,6,0.3333333432674408,3,0.3333333432674408,0,,2,1.0,2,1.0,0,,0,
0,1,103,0.9902912378311157,51,1.0,7,1.0,1,1.0,2,1.0,4,1.0,7,1.0,1,1.0
0,1,143,0.9860140085220337,213,0.9671361446380615,43,0.9534883499145508,2,0.5,24,1.0,1,1.0,4,1.0,0,
1,1,28,0.9642857313156128,115,0.9217391014099121,12,1.0,0,,6,1.0,2,1.0,0,,0,
0,1,449,0.9532294273376465,26,0.9230769276618958,20,0.8999999761581421,721,0.9833564758300781,409,0.9975550174713135,835,0.9892215728759766,42,1.0,403,0.9875930547714233
0,0,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0
1,1,0,,2,1.0,0,,0,,0,,0,,0,,0,
1,0,0,,6,0.0,0,,0,,0,,0,,0,,0,
0,2,4,0.25,11,0.09090909361839294,1,1.0,1,1.0,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,140,0.9785714149475098,94,0.957446813583374,83,0.9518072009086609,2,1.0,9,0.8888888955116272,2,1.0,53,0.9622641801834106,0,
0,1,12,1.0,37,0.9729729890823364,18,0.9444444179534912,1,1.0,1,1.0,1,1.0,0,,0,
0,1,26,0.7307692170143127,52,0.807692289352417,28,0.9285714030265808,3,0.3333333432674408,7,1.0,8,0.875,13,0.9230769276618958,1,1.0
1,0,0,,7,0.0,1,1.0,1,1.0,0,,0,,0,,0,
0,0,4,0.5,3,0.3333333432674408,2,1.0,2,1.0,0,,0,,0,,0,
0,2,9,0.5555555820465088,12,0.5833333134651184,6,0.8333333134651184,3,1.0,38,1.0,32,1.0,6,1.0,8,1.0
0,1,59,0.9830508232116699,31,0.9354838728904724,21,1.0,16,1.0,2,1.0,1,1.0,2,1.0,6,1.0
1,1,1,1.0,3,0.6666666865348816,0,,0,,0,,0,,0,,0,
0,0,1,1.0,37,0.2432432472705841,0,,0,,4,1.0,4,1.0,0,,0,
1,1,1,1.0,23,0.9130434989929199,15,1.0,0,,0,,0,,7,1.0,0,
0,0,0,,1,0.0,0,,0,,1,1.0,1,1.0,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,73,0.9589040875434875,258,0.9728682041168213,28,0.9642857313156128,4,1.0,4,1.0,4,1.0,7,1.0,3,1.0
1,1,0,,4,1.0,2,1.0,0,,0,,0,,0,,0,
1,1,1,1.0,27,0.8888888955116272,11,0.9090909361839294,1,1.0,0,,0,,0,,0,
1,0,0,,39,0.12820513546466827,2,0.0,0,,0,,0,,0,,0,
0,1,281,0.9608541131019592,291,0.9450171589851379,33,0.939393937587738,63,0.9841269850730896,13,1.0,12,1.0,0,,3,1.0
0,2,1,1.0,3,0.3333333432674408,4,0.5,1,1.0,0,,0,,0,,1,0.0
1,2,1,0.0,7,0.1428571492433548,0,,0,,1,1.0,1,1.0,0,,0,
1,1,0,,0,,0,,0,,0,,0,,0,,0,
1,2,1,0.0,12,0.0,0,,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,69,1.0,20,1.0,12,1.0,2,1.0,0,,0,,2,1.0,0,
0,1,62,0.9354838728904724,51,0.9019607901573181,44,0.9318181872367859,2,1.0,1,1.0,1,1.0,8,0.75,1,1.0
1,2,0,,10,0.0,6,0.0,1,0.0,8,0.75,7,0.8571428656578064,5,0.0,0,
1,0,0,,15,0.06666667014360428,2,0.0,0,,0,,0,,1,0.0,0,
1,2,3,0.3333333432674408,54,0.35185185074806213,13,0.3076923191547394,1,1.0,2,1.0,2,1.0,1,1.0,1,1.0
0,0,2,1.0,0,,1,1.0,2,0.5,0,,0,,32,1.0,32,1.0
1,2,0,,1,1.0,3,0.3333333432674408,1,1.0,5,1.0,5,1.0,0,,0,
1,0,3,0.6666666865348816,19,0.2631579041481018,0,,0,,0,,0,,0,,0,
0,1,8,0.75,85,0.8352941274642944,16,0.875,1,1.0,15,1.0,15,1.0,4,0.75,2,1.0
1,1,15,1.0,53,0.9622641801834106,23,0.9130434989929199,0,,0,,0,,0,,0,
0,2,31,0.9354838728904724,52,0.8653846383094788,30,0.5,7,1.0,97,0.7938144207000732,61,1.0,1,1.0,1,1.0
0,2,0,,4,0.25,2,0.5,1,1.0,3,1.0,3,1.0,0,,0,
0,2,0,,1,1.0,0,,0,,2,1.0,2,1.0,0,,0,
1,0,0,,7,0.0,2,0.5,1,1.0,0,,0,,0,,0,
0,0,3,1.0,4,0.75,0,,0,,0,,0,,0,,0,
1,2,0,,6,0.1666666716337204,3,0.3333333432674408,0,,0,,0,,0,,0,
0,0,5,0.6000000238418579,4,0.75,0,,0,,0,,0,,0,,0,
1,1,1,1.0,5,1.0,17,0.8823529481887817,0,,0,,0,,17,1.0,0,
1,0,0,,2,0.0,0,,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
1,2,0,,12,0.5,2,0.0,0,,0,,0,,1,0.0,0,
0,2,0,,8,0.625,3,0.6666666865348816,1,1.0,40,1.0,40,1.0,0,,0,
0,0,0,,5,0.20000000298023224,0,,0,,0,,0,,0,,0,
0,0,39,0.28205129504203796,45,0.24444444477558136,6,0.3333333432674408,12,0.3333333432674408,9,1.0,9,1.0,4,1.0,5,0.800000011920929
0,0,4,1.0,8,0.5,2,0.5,2,1.0,46,1.0,46,1.0,2,1.0,2,1.0
1,2,0,,20,0.0,7,0.0,0,,0,,0,,0,,0,
0,1,34,0.9117646813392639,11,0.4545454680919647,3,1.0,64,0.984375,152,1.0,158,1.0,19,1.0,44,1.0
0,0,0,,0,,1,1.0,1,1.0,0,,0,,1,1.0,1,1.0
1,0,0,,4,0.25,3,0.3333333432674408,0,,0,,0,,1,0.0,0,
1,0,0,,2,0.0,0,,0,,0,,0,,0,,0,
0,1,31,1.0,22,1.0,1,1.0,0,,0,,0,,0,,0,
0,1,2,1.0,6,1.0,0,,0,,0,,0,,0,,0,
0,1,211,0.9763033390045166,371,0.9811320900917053,50,1.0,24,1.0,19,1.0,3,1.0,5,1.0,1,1.0
0,1,450,0.9711111187934875,489,0.977505087852478,70,0.9571428298950195,51,1.0,27,1.0,8,1.0,23,1.0,4,1.0
1,0,1,1.0,1,1.0,1,1.0,0,,3,1.0,3,1.0,0,,0,
1,0,0,,3,0.0,1,0.0,0,,0,,0,,0,,0,
0,2,20,0.30000001192092896,3,0.3333333432674408,0,,1,0.0,0,,0,,0,,0,
0,2,6,0.5,32,0.40625,5,0.6000000238418579,0,,6,0.3333333432674408,2,1.0,0,,0,
0,0,33,0.21212121844291687,35,0.3142857253551483,7,0.4285714328289032,2,0.5,0,,0,,0,,0,
1,2,0,,1,0.0,2,0.0,0,,0,,0,,0,,0,
0,1,29,0.9655172228813171,112,0.9642857313156128,38,1.0,1,1.0,2,1.0,1,1.0,1,1.0,0,
0,0,1,1.0,1,1.0,1,1.0,1,1.0,4,1.0,4,1.0,0,,0,
0,2,2,0.0,7,0.1428571492433548,4,0.25,0,,0,,0,,0,,0,
0,2,15,0.13333334028720856,12,0.1666666716337204,3,0.6666666865348816,2,0.5,13,1.0,13,1.0,2,1.0,3,0.6666666865348816
0,1,9,1.0,10,0.8999999761581421,8,0.75,0,,6,0.3333333432674408,1,1.0,1,1.0,0,
1,2,2,0.0,53,0.09433962404727936,7,0.0,0,,67,0.0746268630027771,3,1.0,0,,0,
0,1,231,0.9913420081138611,439,0.9726651310920715,48,0.9791666865348816,1,1.0,0,,0,,4,1.0,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
1,1,2,0.0,100,0.8199999928474426,31,0.9032257795333862,0,,2,1.0,1,1.0,2,1.0,0,
1,1,6,1.0,22,1.0,41,0.9756097793579102,0,,0,,0,,0,,0,
1,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
0,1,325,0.9784615635871887,190,0.9684210419654846,45,0.9777777791023254,85,1.0,18,1.0,17,1.0,6,0.8333333134651184,0,
0,0,0,,1,0.0,4,0.75,1,1.0,19,0.9473684430122375,18,1.0,0,,0,
1,0,1,1.0,66,0.12121212482452393,0,,0,,0,,0,,0,,0,
0,2,13,0.4615384638309479,29,0.5862069129943848,0,,0,,11,1.0,11,1.0,1,1.0,0,
0,0,21,0.523809552192688,10,0.20000000298023224,4,0.25,4,0.75,14,1.0,15,1.0,5,1.0,5,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,1,0.0,4,0.0,2,0.5,1,1.0,0,,0,,0,,0,
0,1,189,0.9470899701118469,269,0.9479553699493408,14,0.8571428656578064,9,1.0,15,0.7333333492279053,1,1.0,2,1.0,1,1.0
0,0,2,1.0,3,0.6666666865348816,0,,0,,9,1.0,9,1.0,0,,0,
0,1,20,1.0,61,1.0,22,1.0,2,1.0,0,,0,,5,1.0,10,0.8999999761581421
1,2,2,0.0,34,0.11764705926179886,5,0.4000000059604645,0,,0,,0,,0,,0,
0,0,6,0.6666666865348816,2,1.0,1,1.0,1,1.0,2,1.0,2,1.0,0,,0,
0,2,6,0.5,6,0.5,4,0.25,1,1.0,0,,0,,0,,0,
0,0,0,,1,0.0,1,1.0,1,1.0,0,,0,,0,,0,
1,2,0,,4,0.25,0,,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,37,1.0,37,1.0,0,,0,
0,2,0,,2,0.0,1,0.0,0,,0,,0,,0,,0,
0,1,44,1.0,50,1.0,23,0.95652174949646,1,1.0,0,,0,,2,1.0,0,
1,1,24,1.0,69,1.0,37,0.9729729890823364,0,,0,,0,,0,,0,
1,0,3,0.0,21,0.0476190485060215,6,0.1666666716337204,0,,0,,0,,2,0.0,0,
0,0,0,,0,,1,1.0,1,1.0,15,1.0,15,1.0,1,1.0,1,1.0
0,1,7,0.2857142984867096,5,0.20000000298023224,1,1.0,1,1.0,42,1.0,42,1.0,28,0.9642857313156128,28,1.0
0,2,19,0.9473684430122375,26,0.5769230723381042,10,0.800000011920929,2,1.0,0,,0,,1,1.0,1,1.0
0,1,160,0.9937499761581421,500,0.9779999852180481,10,0.8999999761581421,19,1.0,15,1.0,13,1.0,0,,6,0.8333333134651184
0,0,9,0.6666666865348816,11,0.7272727489471436,1,1.0,1,1.0,60,1.0,60,1.0,0,,0,
0,2,1,0.0,25,0.6800000071525574,2,0.5,0,,2,0.5,0,,4,0.0,0,
0,2,1,1.0,3,0.6666666865348816,5,0.800000011920929,0,,0,,0,,0,,0,
0,1,9,0.8888888955116272,6,1.0,6,1.0,1,1.0,0,,0,,1,1.0,1,1.0
1,1,2,1.0,1,1.0,3,1.0,1,1.0,1,1.0,1,1.0,0,,0,
0,1,12,1.0,23,1.0,26,0.8461538553237915,1,1.0,1,1.0,1,1.0,4,1.0,0,
0,2,0,,6,0.1666666716337204,6,0.5,0,,12,1.0,0,,0,,0,
0,0,0,,10,0.20000000298023224,0,,0,,2,1.0,2,1.0,0,,0,
0,1,8,1.0,22,1.0,63,0.9682539701461792,0,,0,,0,,6,1.0,0,
0,0,5,0.20000000298023224,32,0.09375,0,,0,,0,,0,,0,,0,
0,2,15,0.9333333373069763,53,0.7547169923782349,12,0.8333333134651184,0,,1,1.0,0,,0,,0,
0,1,4,1.0,7,1.0,0,,0,,0,,0,,0,,0,
1,1,17,1.0,23,1.0,29,0.9655172228813171,0,,0,,0,,0,,0,
0,1,302,0.9933775067329407,272,0.9926470518112183,37,1.0,64,1.0,4,1.0,0,,20,1.0,45,1.0
0,1,5,0.6000000238418579,66,0.9090909361839294,45,0.8444444537162781,1,0.0,0,,1,0.0,0,,0,
1,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,2,1,0.0,39,0.07692307978868484,7,0.0,2,0.0,4,0.0,1,0.0,4,0.0,0,
0,2,0,,13,0.3076923191547394,2,0.5,1,1.0,3,0.6666666865348816,2,1.0,1,1.0,1,1.0
0,1,50,0.8600000143051147,131,0.8244274854660034,28,0.8214285969734192,0,,45,0.9777777791023254,40,1.0,14,0.9285714030265808,8,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,0,,1,0.0,1,0.0,0,,0,,0,,0,,0,
0,1,80,1.0,136,0.970588207244873,42,1.0,14,1.0,28,1.0,9,1.0,11,1.0,0,
0,2,5,1.0,16,0.8125,7,0.7142857313156128,2,1.0,4,1.0,0,,0,,0,
0,1,62,1.0,299,0.9966555237770081,0,,0,,0,,0,,0,,0,
1,0,0,,0,,0,,0,,4,1.0,4,1.0,1,1.0,1,1.0
0,1,89,0.3932584226131439,112,0.4642857015132904,18,0.5555555820465088,25,0.3199999928474426,53,0.3396226465702057,82,0.353658527135849,5,1.0,5,0.800000011920929
1,2,2,0.0,8,0.125,5,0.4000000059604645,0,,0,,0,,0,,0,
0,0,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
0,1,10,1.0,82,0.9878048896789551,0,,0,,0,,0,,0,,0,
0,0,40,0.5249999761581421,67,0.31343284249305725,23,0.260869562625885,6,1.0,68,0.970588207244873,63,1.0,2,1.0,2,1.0
1,0,0,,31,0.19354838132858276,0,,0,,0,,0,,0,,0,
0,1,7,1.0,16,1.0,47,1.0,1,1.0,4,1.0,0,,4,1.0,0,
0,2,2,0.0,12,0.4166666567325592,6,0.3333333432674408,0,,5,0.800000011920929,0,,5,0.800000011920929,4,1.0
0,2,2,1.0,4,0.25,5,0.20000000298023224,0,,0,,0,,1,0.0,0,
0,1,94,0.9255319237709045,142,0.8943662047386169,37,0.9459459185600281,13,0.9230769276618958,15,1.0,16,1.0,44,1.0,26,1.0
1,0,0,,3,0.3333333432674408,10,0.0,0,,1,1.0,1,1.0,0,,0,
0,2,4,0.0,54,0.09259258955717087,10,0.10000000149011612,1,0.0,128,0.96875,126,0.976190447807312,5,0.800000011920929,4,1.0
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,1,1.0,7,0.2857142984867096,0,,0,,0,,0,,0,,0,
0,0,0,,1,0.0,1,1.0,1,1.0,0,,0,,0,,0,
1,1,8,0.875,50,0.9200000166893005,8,1.0,1,1.0,0,,0,,0,,0,
0,2,2,1.0,27,0.14814814925193787,0,,0,,0,,0,,0,,0,
0,0,0,,1,0.0,1,0.0,0,,2,0.5,1,1.0,0,,0,
0,2,4,1.0,9,0.2222222238779068,2,1.0,1,1.0,9,1.0,9,1.0,3,0.6666666865348816,2,1.0
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
0,0,0,,18,0.2777777910232544,3,0.3333333432674408,1,1.0,0,,0,,0,,0,
1,0,2,0.0,1,0.0,0,,0,,0,,0,,1,0.0,0,
1,0,1,0.0,8,0.375,3,0.3333333432674408,1,1.0,0,,0,,0,,0,
0,1,14,1.0,22,1.0,4,1.0,1,1.0,0,,0,,1,1.0,0,
0,1,36,0.9722222089767456,51,0.9803921580314636,56,0.9464285969734192,4,1.0,72,0.9861111044883728,43,1.0,31,1.0,2,1.0
0,0,1,1.0,8,0.375,1,1.0,1,1.0,0,,0,,0,,0,
0,0,63,0.0634920671582222,90,0.14444445073604584,16,0.125,13,0.07692307978868484,4,0.25,5,0.800000011920929,17,0.47058823704719543,3,1.0
0,0,2,0.5,3,0.6666666865348816,1,1.0,2,1.0,74,1.0,74,1.0,5,1.0,5,1.0
0,2,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,1,6,1.0,90,0.9222221970558167,8,1.0,0,,0,,0,,2,1.0,0,
0,2,0,,3,0.3333333432674408,2,1.0,0,,0,,0,,0,,0,
0,1,99,0.9797979593276978,94,1.0,113,0.9292035102844238,61,0.9836065769195557,381,0.9763779640197754,63,1.0,17,0.9411764740943909,9,1.0
1,1,1,1.0,14,0.9285714030265808,4,1.0,0,,0,,0,,0,,0,
0,2,4,1.0,29,0.5517241358757019,0,,0,,99,1.0,99,1.0,0,,0,
1,0,0,,14,0.2857142984867096,1,0.0,0,,0,,0,,0,,0,
0,2,97,0.4639175236225128,71,0.3661971688270569,20,0.550000011920929,19,0.5789473652839661,36,0.8888888955116272,39,0.7948718070983887,330,0.9969696998596191,346,0.9595375657081604
0,1,323,0.9938080310821533,380,0.9894737005233765,29,0.9655172228813171,1,1.0,0,,0,,5,0.800000011920929,0,
0,0,7,0.2857142984867096,37,0.1621621549129486,6,0.3333333432674408,1,1.0,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
0,1,3,1.0,11,1.0,1,1.0,0,,0,,0,,0,,0,
1,1,0,,6,0.6666666865348816,2,0.5,0,,0,,0,,0,,0,
0,2,0,,14,0.5714285969734192,2,0.5,0,,1,1.0,0,,0,,0,
0,2,17,0.7058823704719543,23,0.47826087474823,6,0.6666666865348816,6,0.8333333134651184,21,1.0,21,1.0,1,1.0,0,
0,2,8,0.875,66,0.5,8,0.625,0,,1,0.0,0,,0,,0,
0,2,1,1.0,16,0.8125,18,0.6111111044883728,0,,0,,0,,1,0.0,0,
1,2,2,1.0,5,0.6000000238418579,1,1.0,0,,0,,0,,0,,0,
0,2,8,0.625,42,0.1666666716337204,13,0.5384615659713745,1,1.0,22,1.0,21,1.0,22,0.9545454382896423,21,1.0
0,2,0,,7,0.4285714328289032,4,0.5,0,,20,1.0,14,1.0,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,12,0.8333333134651184,79,0.3037974536418915,6,0.5,0,,92,1.0,92,1.0,0,,0,
0,1,74,1.0,132,1.0,32,0.9375,0,,0,,0,,8,0.875,0,
0,0,1,0.0,1,0.0,1,1.0,1,1.0,0,,0,,0,,0,
0,0,6,0.1666666716337204,61,0.04918032884597778,0,,0,,0,,0,,0,,0,
1,1,0,,7,1.0,33,0.939393937587738,0,,0,,0,,3,0.6666666865348816,0,
1,2,0,,4,0.0,1,0.0,0,,0,,0,,0,,0,
1,1,8,0.75,84,0.8928571343421936,38,0.9736841917037964,0,,0,,0,,1,1.0,0,
1,1,3,0.6666666865348816,41,0.7560975551605225,4,1.0,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,31,0.8709677457809448,63,0.8095238208770752,29,0.8620689511299133,1,1.0,0,,0,,7,0.5714285969734192,0,
0,2,0,,3,0.3333333432674408,5,0.20000000298023224,0,,13,0.8461538553237915,10,1.0,1,0.0,0,
0,1,21,0.9047619104385376,45,0.9111111164093018,25,0.8799999952316284,0,,0,,0,,0,,0,
0,0,2,1.0,6,0.6666666865348816,0,,0,,0,,0,,0,,0,
0,0,10,0.30000001192092896,19,0.21052631735801697,9,0.5555555820465088,37,0.5405405163764954,2,0.5,3,0.3333333432674408,281,0.9964413046836853,282,0.9964538812637329
1,0,0,,3,0.3333333432674408,2,0.0,0,,0,,0,,0,,0,
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,1,12,1.0,103,0.9902912378311157,33,0.8787878751754761,0,,5,0.800000011920929,1,1.0,2,1.0,0,
1,0,0,,2,0.0,0,,0,,0,,0,,0,,0,
1,2,0,,0,,13,0.23076923191547394,1,1.0,0,,0,,2,0.0,0,
1,1,0,,29,0.931034505367279,3,1.0,0,,4,1.0,1,1.0,0,,0,
1,0,1,1.0,7,0.2857142984867096,3,0.3333333432674408,0,,0,,0,,3,0.0,0,
0,2,30,0.7333333492279053,41,0.6341463327407837,7,0.7142857313156128,6,0.8333333134651184,6,0.8333333134651184,5,1.0,9,0.8888888955116272,8,1.0
0,1,42,1.0,56,0.9821428656578064,33,0.9696969985961914,3,1.0,2,1.0,2,1.0,3,1.0,4,1.0
0,2,18,0.1111111119389534,10,0.20000000298023224,8,0.125,5,0.6000000238418579,4,0.0,3,0.0,7,0.8571428656578064,6,1.0
0,2,3,0.6666666865348816,4,0.25,2,0.5,1,1.0,5,1.0,5,1.0,0,,0,
0,2,0,,1,0.0,2,0.5,1,1.0,0,,0,,0,,0,
1,2,0,,1,0.0,2,0.0,0,,0,,0,,1,0.0,0,
0,2,21,0.761904776096344,33,0.8181818127632141,1,1.0,1,1.0,0,,1,1.0,0,,0,
0,2,2,1.0,7,0.7142857313156128,2,1.0,2,1.0,24,0.9583333134651184,23,1.0,2,1.0,2,1.0
0,1,372,0.9919354915618896,320,0.9750000238418579,53,0.9622641801834106,86,0.9883720874786377,59,1.0,16,0.9375,9,0.8888888955116272,1,1.0
0,0,0,,2,0.0,1,1.0,1,1.0,0,,0,,0,,0,
1,1,0,,7,0.8571428656578064,4,1.0,0,,0,,0,,0,,0,
0,0,2,1.0,7,0.2857142984867096,1,1.0,1,1.0,0,,0,,0,,0,
0,0,1,1.0,4,0.0,1,1.0,1,1.0,107,1.0,107,1.0,2,1.0,2,1.0
0,2,2,0.0,5,0.4000000059604645,8,0.25,0,,0,,0,,0,,0,
0,1,44,0.9772727489471436,83,0.9879518151283264,54,0.9259259104728699,6,1.0,7,1.0,0,,6,1.0,0,
0,1,25,1.0,45,1.0,44,0.9545454382896423,1,1.0,0,,0,,12,1.0,0,
1,0,2,0.0,32,0.21875,12,0.4166666567325592,0,,0,,0,,0,,0,
0,2,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
0,0,2,0.5,1,0.0,1,1.0,1,1.0,76,1.0,76,1.0,0,,0,
0,0,5,1.0,0,,0,,1,1.0,0,,0,,0,,0,
0,0,23,0.47826087474823,12,0.9166666865348816,2,1.0,3,0.6666666865348816,213,1.0,189,0.9947090148925781,3,1.0,2,1.0
0,2,1,0.0,32,0.3125,4,0.75,1,1.0,3,1.0,0,,0,,0,
0,2,0,,3,0.0,1,0.0,0,,0,,0,,0,,0,
0,0,0,,1,1.0,0,,0,,0,,0,,0,,0,
1,1,0,,3,1.0,2,1.0,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,3,1.0,3,1.0,0,,0,
0,0,12,0.75,16,0.8125,1,1.0,4,0.75,34,1.0,35,1.0,5,1.0,5,1.0
0,2,229,0.9170305728912354,97,0.876288652420044,66,0.8333333134651184,0,,231,0.9653679728507996,316,0.8670886158943176,24,0.5,16,0.8125
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,0,1,0.0,32,0.15625,8,0.25,0,,0,,0,,0,,0,
1,0,0,,1,1.0,0,,0,,0,,0,,0,,0,
0,2,8,0.125,16,0.0625,9,0.2222222238779068,1,1.0,18,1.0,18,1.0,0,,0,
0,1,240,0.762499988079071,270,0.7962962985038757,49,0.8979591727256775,34,0.8823529481887817,5,0.4000000059604645,5,0.4000000059604645,31,0.9677419066429138,24,1.0
0,2,1,0.0,9,0.1111111119389534,7,0.4285714328289032,1,1.0,31,1.0,31,1.0,7,1.0,7,1.0
0,2,1,0.0,47,0.2978723347187042,4,0.5,0,,4,0.5,1,1.0,0,,0,
0,0,0,,60,0.11666666716337204,3,0.6666666865348816,1,1.0,1,1.0,1,1.0,0,,0,
0,2,9,0.3333333432674408,9,0.4444444477558136,8,0.125,6,0.5,0,,1,0.0,3,1.0,3,1.0
0,2,0,,7,0.4285714328289032,3,0.6666666865348816,1,1.0,2,1.0,0,,8,1.0,8,1.0
0,2,0,,6,0.5,1,1.0,0,,16,1.0,16,1.0,1,1.0,1,1.0
0,0,13,0.3076923191547394,8,0.375,1,0.0,0,,0,,0,,1,0.0,0,
0,2,0,,0,,0,,0,,4,1.0,4,1.0,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
0,1,352,0.9914772510528564,254,0.9921259880065918,21,1.0,91,0.9670329689979553,19,1.0,29,0.8275862336158752,4,1.0,1,1.0
0,1,299,0.9966555237770081,308,0.9870129823684692,37,1.0,0,,0,,0,,43,0.9767441749572754,0,
0,0,0,,0,,2,0.5,1,1.0,0,,0,,0,,0,
0,0,5,0.4000000059604645,45,0.17777778208255768,2,0.0,0,,9,1.0,9,1.0,0,,1,0.0
1,0,0,,1,1.0,0,,0,,0,,0,,0,,0,
0,2,7,0.2857142984867096,76,0.1315789520740509,19,0.2631579041481018,2,0.5,53,0.2075471729040146,8,1.0,1,1.0,0,
0,0,3,0.3333333432674408,15,0.20000000298023224,0,,0,,0,,0,,0,,0,
0,2,13,0.9230769276618958,41,0.8536585569381714,48,0.3958333432674408,0,,25,0.03999999910593033,0,,3,0.0,0,
0,2,1,0.0,11,0.5454545617103577,5,0.800000011920929,0,,17,0.9411764740943909,6,1.0,1,1.0,0,
1,0,2,1.0,1,1.0,0,,0,,0,,0,,0,,0,
0,1,46,0.30434781312942505,86,0.5813953280448914,23,0.5652173757553101,5,0.4000000059604645,1,1.0,1,1.0,2,1.0,2,1.0
0,0,26,0.03846153989434242,128,0.046875,9,0.0,0,,14,0.0714285746216774,1,1.0,0,,0,
